trainNo,trainName,fromStation,toStation
55060,Shahjahanpur Sitapur Junction Passenger,Shahjahanpur,Sitapur
15075,Shaktinagar Tanakpur Triveni Express,Shaktinagar Terminal,Tanakpur
13344,Shaktinagar Varanasi Intercity MEMU Express,Shaktinagar Terminal,Varanasi Junction
11447,Shaktipunj Express,Jabalpur Junction,Howrah Junction
11448,Shaktipunj Express,Howrah Junction,Jabalpur Junction
64112,Shakur Basti Dankaur Emu,Shakur Basti,Dankaur
64908,Shakurbasti Ballabhgarh Emu,Shakur Basti,Ballabgarh
64910,Shakurbasti Mathura Emu,Shakur Basti,Mathura Junction
64018,Shakurbasti New Delhi Emu,Shakur Basti,New Delhi
64012,Shakurbasti Palwal Emu,Shakur Basti,Palwal
64016,Shakurbasti Palwal Emu,Shakur Basti,Palwal
18049,Shalimar Badampahar Weekly Express,Kolkata Shalimar,Badampahar
8007,Shalimar Bhanjpur Special,Kolkata Shalimar,Bhanjpur
22830,Shalimar Bhuj Weekly Super Fast Express,Kolkata Shalimar,Bhuj
15021,Shalimar Gorakhpur Weekly Express,Kolkata Shalimar,Gorakhpur Junction
14662,Shalimar Malani Express,Jammu Tawi,Barmer
14661,Shalimar Malani Express,Barmer,Jammu Tawi
2841,Shalimar MGR Chennai Summer Special,Kolkata Shalimar,Puratchi Thalaivar Dr. MGR Central
22825,Shalimar MGR Chennai Weekly Super Fast Express,Kolkata Shalimar,Puratchi Thalaivar Dr. MGR Central
18030,Shalimar Mumbai LTT Express,Kolkata Shalimar,Lokmanya Tilak Terminus
22906,Shalimar Okha Weekly Super Fast Express,Kolkata Shalimar,Okha
22213,Shalimar Patna Duronto Express,Kolkata Shalimar,Patna Junction
12906,Shalimar Porbandar Super Fast Express,Kolkata Shalimar,Porbandar
12881,Shalimar Puri Garib Rath Express,Kolkata Shalimar,Puri
2839,Shalimar Puri Super Fast Special,Kolkata Shalimar,Puri
22835,Shalimar Puri Weekly Super Fast Express,Kolkata Shalimar,Puri
12895,Shalimar Puri Weekly Super Fast Express,Kolkata Shalimar,Puri
12887,Shalimar Puri Weekly Super Fast Express,Kolkata Shalimar,Puri
22803,Shalimar Sambalpur Super Fast Express,Kolkata Shalimar,Sambalpur Junction
12773,Shalimar Secunderabad AC Superfast Express,Kolkata Shalimar,Secunderabad Junction
22849,Shalimar Secunderabad Weekly Super Fast Express,Kolkata Shalimar,Secunderabad Junction
22642,Shalimar Thiruvananthapuram Super Fast Express,Kolkata Shalimar,Trivandrum Central
20972,Shalimar Udaipur City Weekly Super Fast Express,Kolkata Shalimar,Udaipur City
18047,Shalimar Vasco da gama Amaravati Express,Kolkata Shalimar,Vasco da Gama
8507,Shalimar Visakhapatnam Special,Kolkata Shalimar,Visakhapatnam Junction
22853,Shalimar Visakhapatnam Super Fast Express,Kolkata Shalimar,Visakhapatnam Junction
74022,Shamli Delhi DEMU,Shamli,Delhi Junction
64090,Shamli Delhi MEMU,Shamli,Delhi Junction
54058,Shamli Delhi Passenger,Shamli,Delhi Junction
12497,Shan E punjab Express,New Delhi,Amritsar Junction
12498,Shan E punjab Express,Amritsar Junction,New Delhi
58664,Shanki Hatia Passenger,Shanki,Hatia
58666,Shanki Hatia Passenger,Shanki,Hatia
19309,Shanti Express,Gandhinagar Capital,Indore Junction
19310,Shanti Express,Indore Junction,Gandhinagar Capital
12337,Shantiniketan Express,Howrah Junction,Bolpur Shantiniketan
12338,Shantiniketan Express,Bolpur Shantiniketan,Howrah Junction
11035,Sharavati Express,Dadar Central,Mysuru City Junction
64632,Shikohabad Phaphund MEMU,Shikohabad Junction,Phaphund
15630,Shilghat Tambaram Nagaon Express,Silghat Town,Tambaram
52446,Shimla Kalka,Shimla,Kalka
52458,Shimla Kalka Express,Shimla,Kalka
52454,Shimla Kalka Express,Shimla,Kalka
66578,Shimoga Tumkur Memu,Shivamogga Town,Tumakuru
22911,Shipra Express,Indore Junction,Howrah Junction
22912,Shipra Express,Howrah Junction,Indore Junction
12559,Shiv Ganga Express,Banaras,New Delhi
12560,Shiv Ganga Express,New Delhi,Banaras
52451,Shivalik Deluxe Express,Kalka,Shimla
52452,Shivalik Deluxe Express,Shimla,Kalka
56271,Shivamogga Chikkamagaluru Passenger,Shivamogga Town,Chikkamagalur
12090,Shivamogga KSR Bengaluru Janshatabdi Express,Shivamogga Town,KSR Bengaluru City Junction
12692,Shivamogga MGR Chennai Super Fast Express,Shivamogga Town,Puratchi Thalaivar Dr. MGR Central
16226,Shivamogga Mysuru Express,Shivamogga Town,Mysuru City Junction
56218,Shivamogga Talguppa Passenger,Shivamogga Town,Talaguppa
16568,Shivamogga Tumakuru Express,Shivamogga Town,Tumakuru
16582,Shivamogga Yesvantpur Express,Shivamogga Town,Yesvantpur Junction
16580,Shivamogga Yesvantpur Intercity Express,Shivamogga Town,Yesvantpur Junction
18239,Shivnath Express,Gevra Road,Netaji Subhash Chandra Bose Itwari Junction
64281,Shivpur Utraitia MEMU,Shiupur,Utraitia Junction
55606,Shokhuvi Guwahati Passenger,Sukhovi,Guwahati
6031,Shoranur Cannanore Special,Shoranur Junction,Kannur Main
56604,Shoranur Coimbatore Passenger,Shoranur Junction,Coimbatore Junction
66604,Shoranur Junction Coimbatore MEMU,Shoranur Junction,Coimbatore Junction
56601,Shoranur Kozhikode Passenger,Kozhikode Main,Shoranur Junction
56613,Shoranur Nilambur Road Fast Passenger,Shoranur Junction,Nilambur Road
56609,Shoranur Nilambur Road Passenger,Shoranur Junction,Nilambur Road
56617,Shoranur Nilambur Road Passenger,Kozhikode Main,Kannur Main
56619,Shoranur Nilambur Road Passenger,Kannur Main,Charvattur
56621,Shoranur Nilambur Road Passenger,Charvattur,Mangaluru Central
22614,Shraddha Sethu Express,Ayodhya Cantonment,Rameswaram
22613,Shraddha Sethu Weekly Super Fast Express,Rameswaram,Ayodhya Cantonment
12451,Shram Shakti Express,Kanpur Central,New Delhi
12452,Shram Shakti Express,New Delhi,Kanpur Central
19051,Shramik Express,Valsad,Muzaffarpur Junction
19052,Shramik Express,Muzaffarpur Junction,Valsad
12391,Shramjeevi Super Fast Express,Rajgir,New Delhi
12392,Shramjeevi Super Fast Express,New Delhi,Rajgir
14735,Shri Ganganagar Ambala Cantonmentexpress,Shri Ganganagar Junction,Ambala Cantonment
14526,Shri Ganganagar Ambala Cantt Intercity Express,Shri Ganganagar Junction,Ambala Cantonment
14528,Shri Ganganagar Bathinda Express,Shri Ganganagar Junction,Bathinda Junction
54754,Shri Ganganagar Bathinda Passenger,Shri Ganganagar Junction,Bathinda Junction
54756,Shri Ganganagar Bathinda Passenger,Shri Ganganagar Junction,Bathinda Junction
14029,Shri Ganganagar Delhi Express,Shri Ganganagar Junction,Delhi Junction
12482,Shri Ganganagar Delhi Intercity Express,Shri Ganganagar Junction,Delhi Junction
4768,Shri Ganganagar Hanumangarh Passenger Special,Shri Ganganagar Junction,Hanumangarh Junction
4770,Shri Ganganagar Hanumangarh Special,Shri Ganganagar Junction,Hanumangarh Junction
12486,Shri Ganganagar Hazur Sahib Nanded Super Fast Express,Shri Ganganagar Junction,Hazur Sahib Nanded
22724,Shri Ganganagar Hazur Sahib Nanded Super Fast Express,Shri Ganganagar Junction,Hazur Sahib Nanded
12440,Shri Ganganagar Hazur Sahib Nanded Super Fast Express,Shri Ganganagar Junction,Hazur Sahib Nanded
4705,Shri Ganganagar Jaipur Special,Shri Ganganagar Junction,Jaipur Junction
22998,Shri Ganganagar Jhalawar City Super Fast Express,Shri Ganganagar Junction,Jhalawar City
22982,Shri Ganganagar Kota Super Fast Express,Shri Ganganagar Junction,Kota Junction
14815,Shri Ganganagar Rishikesh Intercity Express,Shri Ganganagar Junction,Rishikesh
54764,Shri Ganganagar Sadulpur Passenger,Shri Ganganagar Junction,Sadulpur Junction
54759,Shri Ganganagar Suratgarh Passenger,Shri Ganganagar Junction,Suratgarh Junction
54761,Shri Ganganagar Suratgarh Passenger,Shri Ganganagar Junction,Suratgarh Junction
4779,Shri Ganganagar Suratgarh Passenger Special,Shri Ganganagar Junction,Suratgarh Junction
4773,Shri Ganganagar Suratgarh Passenger Special,Shri Ganganagar Junction,Suratgarh Junction
16311,Shri Ganganagar Thiruvananthapuram North Express,Shri Ganganagar Junction,
14727,Shri Ganganagar Tilak Bridge Express,Shri Ganganagar Junction,Tilak Bridge
22497,Shri Ganganagar Tiruchchirappalli Humsafar Express,Shri Ganganagar Junction,Tiruchirappalli
14612,Shri Mata Vaishno Devi Katra Ghazipur City Weekly Express,Shri Mata Vaishno Devi Katra,Ghazipur City
12476,Shri Mata Vaishno Devi Katra Hapa Super Fast Express,Shri Mata Vaishno Devi Katra,Hapa
11450,Shri Mata Vaishno Devi Katra Jabalpur Express,Shri Mata Vaishno Devi Katra,Jabalpur Junction
12478,Shri Mata Vaishno Devi Katra Jamnagar Super Fast Express,Shri Mata Vaishno Devi Katra,Jamnagar
14504,Shri Mata Vaishno Devi Katra Kalka Express,Shri Mata Vaishno Devi Katra,Kalka
15656,Shri Mata Vaishno Devi Katra Kamakhya Weekly Express,Shri Mata Vaishno Devi Katra,Kamakhya Junction
19804,Shri Mata Vaishno Devi Katra Kota Weekly Express,Shri Mata Vaishno Devi Katra,Kota Junction
22478,Shri Mata Vaishno Devi Katra New Delhi Vande Bharat Express,Shri Mata Vaishno Devi Katra,New Delhi
22440,Shri Mata Vaishno Devi Katra New Delhi Vande Bharat Express,Shri Mata Vaishno Devi Katra,New Delhi
19416,Shri Mata Vaishno Devi Katra Sabarmati Express,Shri Mata Vaishno Devi Katra,Sabarmati Bg
16788,Shri Mata Vaishno Devi Katra Tirunelveli Express,Shri Mata Vaishno Devi Katra,Tirunelveli Junction
6904,Shri Mata Vaishno Devi Katra Tiruparankundram Special,Shri Mata Vaishno Devi Katra,Tirupparankundram
22461,Shri Shakti AC Super Fast Express,New Delhi,Shri Mata Vaishno Devi Katra
22462,Shri Shakti AC Super Fast Express,Shri Mata Vaishno Devi Katra,New Delhi
12192,Shridham Super Fast Express,Jabalpur Junction,Hazrat Nizamuddin
12191,Shridham Super Fast Express,Hazrat Nizamuddin,Jabalpur Junction
15817,Shukhovi Naharlagun Donyi Polo Express,Sukhovi,Naharlagun
12037,Siddhabali Jan Shatabdi Express,Kotdwar,Delhi Junction
12038,Siddhabali Jan Shatabdi Express,Delhi Junction,Kotdwar
12725,Siddhaganga Super Fast Express,KSR Bengaluru City Junction,Dharwad
12726,Siddhaganga Super Fast Express,Dharwad,KSR Bengaluru City Junction
12115,Siddheshwar Super Fast Express,Chhatrapati Shivaji Maharaj Terminus,Solapur Junction
12116,Siddheshwar Super Fast Express,Solapur Junction,Chhatrapati Shivaji Maharaj Terminus
77654,Siddipet Secunderabad DEMU,Siddipet,Secunderabad Junction
53376,Sidhwar Barkakana Passenger,Sidhwar,Barkakana Junction
15753,Sifhung Express,Alipurduar Junction,Guwahati
15754,Sifhung Express,Guwahati,Alipurduar Junction
74859,Sikar Churu DEMU,Sikar Junction,Churu Junction
74857,Sikar Churu DEMU,Sikar Junction,Churu Junction
14713,Sikar Delhi Sarai Rohilla Express,Sikar Junction,Delhi Sarai Rohilla
4801,Sikar Jaipur DEMU Special,Sikar Junction,Jaipur Junction
4853,Sikar Loharu Special,Sikar Junction,Loharu Junction
20681,Silambu Super Fast Express,Chennai Egmore,Sengottai
20682,Silambu Super Fast Express,Sengottai,Tambaram
15664,Silchar Agartala Express,Silchar,Agartala
55667,Silchar Bairabi Passenger,Silchar,Bairabi
12516,Silchar Coimbatore Express,Silchar,Coimbatore Junction
55677,Silchar Dharmanagar Passenger,Silchar,Dharmanagar
55688,Silchar Dullabcherra Passenger,Silchar,Dullabcherra
15616,Silchar Guwahati Express,Silchar,Guwahati
5639,Silchar Kolkata Summer Special,Silchar,Kolkata
55662,Silchar Maishashan Passenger,Silchar,Maishashan
55686,Silchar Maishashan Passenger,Silchar,Maishashan
5638,Silchar Naharlagun Special,Silchar,Naharlagun
14037,Silchar New Delhi Poorvottar Sampark Kranti Express,Silchar,New Delhi
15612,Silchar Rangiya Express,Silchar,Rangiya Junction
13176,Silchar Sealdah Kanchanjungha Express,Silchar,Sealdah
12514,Silchar Secunderabad Super Fast Express,Silchar,Secunderabad Junction
12508,Silchar Trivandrum Aronai Express,Silchar,Trivandrum Central
55665,Silchar Vangaichungpao Passenger,Silchar,Vangaichungpao
15418,Silghat Alipurduar Junction Rajya Rani Express,Silghat Town,Alipurduar Junction
75730,Silghat Guwahati DEMU,Silghat Town,Guwahati
15767,Siliguri Alipurduar Junction Intercity Express,Siliguri Junction,Alipurduar Junction
15464,Siliguri Balurghat Intercity Express,Siliguri Junction,Balurghat
75713,Siliguri Bamanhat DEMU,Siliguri Junction,Bamanhat
15467,Siliguri Bamanhat Express,Siliguri Junction,Bamanhat
75741,Siliguri Dhubri DEMU,Siliguri Junction,Dhubri
75721,Siliguri Haldibari DEMU,Siliguri Junction,Haldibari
15724,Siliguri Jogbani Intercity Express,Siliguri Town,Jogbani
75725,Siliguri Junction New Bongaigaon DEMU,Siliguri Junction,New Bongaigaon Junction
75744,Siliguri Katihar DEMU,Siliguri Junction,Katihar Junction
15720,Siliguri Katihar Intercity Express,Siliguri Junction,Katihar Junction
75720,Siliguri Malda Court DEMU,Siliguri Junction,Malda Court
75708,Siliguri Radhikapur DEMU,Siliguri Junction,Radhikapur
75706,Siliguri Radhikapur DEMU Intercity Express,Siliguri Junction,Radhikapur
55909,Simaluguri Dibrugarh Passenger,Simaluguri Junction,Dibrugarh
17239,Simhadri Express,Guntur Junction,Visakhapatnam Junction
17240,Simhadri Express,Visakhapatnam Junction,Guntur Junction
12709,Simhapuri Super Fast Express,Gudur Junction,Secunderabad Junction
12710,Simhapuri Super Fast Express,Secunderabad Junction,Gudur Junction
4564,Simla Kalka Special,Shimla,Kalka
18007,Simlipal Intercity Express,Kolkata Shalimar,Bhanjpur
18008,Simlipal Intercity Express,Bhanjpur,Kolkata Shalimar
16546,Sindhanur Yesvantpur Express,Surendranagar Jn,Yesvantpur Junction
10105,Sindhudurg Express,Diva Junction,Sawantwadi Road
10106,Sindhudurg Express,Sawantwadi Road,Diva Junction
53323,Sindri Dhanbad Passenger,Sindri Town,Dhanbad Junction
53333,Sindri Dhanbad Passenger,Sindri Town,Dhanbad Junction
53327,Sindri NSCB Junction Gomoh Passenger,Sindri Town,Netaji Subhas Chandra Bose Junction
67203,Singareni Memu,Gudur Junction,Renigunta Junction
17033,Singareni MEMU Express,Bhadrachalam Road,Balharshah Junction
17034,Singareni MEMU Express,Sirpur Town,Bhadrachalam Road
22166,Singrauli Bhopal Urjadhani Super Fast Express,Singrauli,Bhopal Junction
22167,Singrauli Hazrat Nizamuddin Urjadhani Super Fast Express,Singrauli,Hazrat Nizamuddin
11652,Singrauli Jabalpur Intercity Express,Singrauli,Jabalpur Junction
13349,Singrauli Patna Express,Singrauli,Patna Junction
15073,Singrauli Tanakpur Triveni Express,Singrauli,Tanakpur
13346,Singrauli Varanasi Intercity MEMU Express,Singrauli,Varanasi Junction
11009,Sinhagad Express,Chhatrapati Shivaji Maharaj Terminus,Pune Junction
11010,Sinhagad Express,Pune Junction,Chhatrapati Shivaji Maharaj Terminus
17012,Sirpur Kaghaznagar Bidar Express,Sirpur Kaghaznagar,Bidar
67771,Sirpur Karimnagar MEMU,Sirpur Town,Karimnagar
4784,Sirsa Bathinda Express Special,Sirsa,Bathinda Junction
14085,Sirsa Express,Tilak Bridge,Sirsa
14086,Sirsa Express,Sirsa,Tilak Bridge
19814,Sirsa Kota Express,Sirsa,Kota Junction
19808,Sirsa Kota Express,Sirsa,Kota Junction
54633,Sirsa Ludhiana Passenger,Sirsa,Ludhiana Junction
13166,Sitamarhi Kolkata Express,Sitamarhi Junction,Kolkata
55092,Sitapur City Gonda Passenger,Sitapur City Junction,Gonda Junction
54325,Sitapur City Kanpur Passenger,Sitapur City Junction,Kanpur Central
54327,Sitapur City Shahjahanpur Passenger,Sitapur City Junction,Shahjahanpur
55089,Sitapur Gomti Nagar Passenger,Sitapur,Gomti Nagar
54322,Sitapur Junction Balamau Passenger,Sitapur,Balamau Junction
55034,Sitapur Junction Gonda Passenger,Sitapur,Gonda Junction
55036,Sitapur Junction Gonda Passenger,Gorakhpur Cantonment,Siwan Junction
12108,Sitapur Junction Mumbai LTT Super Fast Express,Sitapur,Lokmanya Tilak Terminus
55059,Sitapur Junction Shahjahanpur Passenger,Sitapur,Shahjahanpur
55082,Sitapur Mailani Passenger,Sitapur,Mailani Junction
13180,Siuri Sealdah MEMU Express,Siuri,Sealdah
55041,Siwan Gorakhpur Cantt Passenger,Siwan Junction,Gorakhpur Cantonment
55122,Siwan Samastipur Passenger,Siwan Junction,Samastipur Junction
55037,Siwan Thawe Passenger,Siwan Junction,Thawe Junction
55109,Siwan Thawe Passenger,Thawe Junction,Chhapra Kacheri
55113,Siwan Thawe Passenger,Siwan Junction,Thawe Junction
4401,SMVD Katra New Delhi AC Summer Special,Shri Mata Vaishno Devi Katra,New Delhi
4082,SMVD Katra New Delhi Summer Special,Shri Mata Vaishno Devi Katra,New Delhi
4613,SMVD Katra Phaphamau Kumbh Mela Special,Shri Mata Vaishno Devi Katra,Phaphamau Junction
9604,SMVD Katra Udaipur City Summer Special,Shri Mata Vaishno Devi Katra,Udaipur City
4604,SMVD Katra Varanasi Summer Special,Shri Mata Vaishno Devi Katra,Varanasi Junction
4204,SMVD Katra Varanasi Super Fast Summer Special,Shri Mata Vaishno Devi Katra,Varanasi Junction
12503,SMVT Bengaluru Agartala Humsafar Express,Sir Mokshagundam Visvesvaraya Terminal,Agartala
6528,SMVT Bengaluru Bangarapet MEMU Express Special,Sir Mokshagundam Visvesvaraya Terminal,Bangarapet Junction
22834,SMVT Bengaluru Bhubaneswar Humsafar Express,Sir Mokshagundam Visvesvaraya Terminal,Bhubaneswar
12846,SMVT Bengaluru Bhubaneswar Super Fast Express,Sir Mokshagundam Visvesvaraya Terminal,Bhubaneswar
3260,SMVT Bengaluru Danapur Super Fast Special,Sir Mokshagundam Visvesvaraya Terminal,Danapur
3252,SMVT Bengaluru Danapur Super Fast Special,Sir Mokshagundam Visvesvaraya Terminal,Danapur
12684,SMVT Bengaluru Ernakulam Junction Super Fast Express,Sir Mokshagundam Visvesvaraya Terminal,Ernakulam Junction
6575,SMVT Bengaluru Ernakulam Summer Special,Sir Mokshagundam Visvesvaraya Terminal,Ernakulam Junction
6529,SMVT Bengaluru Gorakhpur Special,Sir Mokshagundam Visvesvaraya Terminal,Gorakhpur Junction
12509,SMVT Bengaluru Guwahati Super Fast Express,Sir Mokshagundam Visvesvaraya Terminal,Guwahati
12836,SMVT Bengaluru Hatia Super Fast Express,Sir Mokshagundam Visvesvaraya Terminal,Hatia
18638,SMVT Bengaluru Hatia Weekly Express,Sir Mokshagundam Visvesvaraya Terminal,Hatia
12246,SMVT Bengaluru Howrah Duronto Express,Sir Mokshagundam Visvesvaraya Terminal,Howrah Junction
22888,SMVT Bengaluru Howrah Humsafar Express,Sir Mokshagundam Visvesvaraya Terminal,Howrah Junction
12864,SMVT Bengaluru Howrah Super Fast Express,Sir Mokshagundam Visvesvaraya Terminal,Howrah Junction
22864,SMVT Bengaluru Howrah Weekly AC Super Fast Express,Sir Mokshagundam Visvesvaraya Terminal,Howrah Junction
22305,SMVT Bengaluru Jasidih Weekly Super Fast Express,Sir Mokshagundam Visvesvaraya Terminal,Jasidih Junction
6519,SMVT Bengaluru Kalaburagi Summer Special,Sir Mokshagundam Visvesvaraya Terminal,Kalaburagi Junction
22232,SMVT Bengaluru Kalaburagi Vande Bharat Express,Sir Mokshagundam Visvesvaraya Terminal,Kalaburagi Junction
12551,SMVT Bengaluru Kamakhya AC Super Fast Express,Sir Mokshagundam Visvesvaraya Terminal,Kamakhya Junction
6573,SMVT Bengaluru Kannur Summer Special,Sir Mokshagundam Visvesvaraya Terminal,Kannur Main
6565,SMVT Bengaluru Malda AC Summer Special,Sir Mokshagundam Visvesvaraya Terminal,Malda Town
13433,SMVT Bengaluru Malda Amrit Bharat Express,Sir Mokshagundam Visvesvaraya Terminal,Malda Town
1014,SMVT Bengaluru Mumbai CSMT Summer Special,Sir Mokshagundam Visvesvaraya Terminal,Chhatrapati Shivaji Maharaj Terminus
16585,SMVT Bengaluru Murdeshwar Express,Sir Mokshagundam Visvesvaraya Terminal,Murdeshwar
15227,SMVT Bengaluru Muzaffarpur Express,Sir Mokshagundam Visvesvaraya Terminal,Muzaffarpur Junction
6270,SMVT Bengaluru Mysuru Express Special,Sir Mokshagundam Visvesvaraya Terminal,Mysuru City Junction
17235,SMVT Bengaluru Nagercoil Express,Sir Mokshagundam Visvesvaraya Terminal,Nagercoil Junction
6559,SMVT Bengaluru Narangi Super Fast Summer Special,Sir Mokshagundam Visvesvaraya Terminal,Narangi
7154,SMVT Bengaluru Narasapur Special Fare Special,Sir Mokshagundam Visvesvaraya Terminal,Narasapur
22501,SMVT Bengaluru New Tinsukia Super Fast Express,Sir Mokshagundam Visvesvaraya Terminal,New Tinsukia Junction
6297,SMVT Bengaluru Pandharpur Special,Sir Mokshagundam Visvesvaraya Terminal,Pandharpur
22352,SMVT Bengaluru Patliputra Super Fast Express,Sir Mokshagundam Visvesvaraya Terminal,Patliputra Junction
22354,SMVT Bengaluru Patna Humsafar Express,Sir Mokshagundam Visvesvaraya Terminal,Patna Junction
12890,SMVT Bengaluru Tatanagar Super Fast Express,Sir Mokshagundam Visvesvaraya Terminal,Tatanagar Junction
6555,SMVT Bengaluru Thiruvananthapuram North AC Special,Sir Mokshagundam Visvesvaraya Terminal,Thiruvananthapuram North
